المدينة,التصنيف,المنتج,قطاع_العميل,مبلغ_التمويل,قيمة_القسط,تاريخ_الصرف,جنس_العميل,عمر_العميل,ألحاله_الإجتماعية,إحتياجات_خاصة,عدد_أفراد_الأسره,زود_الإدخاري,القيمة
بنك التنمية الإجتماعية بالمدينة المنورة,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-07,انثى,>= 40,مطلق,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر نقدي,قطاع حكومي,80000,>= 1000,2024-07,انثى,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع جازان,حر,قرض العمل الحر الموسمي,قطاع حكومي,12000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع بريدة,حر,قرض العمل الحر الموسمي,قطاع حكومي,24000,>= 1000,2024-07,ذكر,>= 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر الموسمي,قطاع حكومي,30000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بالإحساء,حر,قرض العمل الحر الموسمي,قطاع حكومي,20400,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع حائل,حر,قرض العمل الحر نقدي,قطاع حكومي,84000,>= 1000,2024-07,انثى,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع بريدة,إجتماعي,قرض أسرة,قطاع حكومي,24000,< 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع ينبع,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض أسرة,قطاع حكومي,30000,< 1000,2024-07,ذكر,>= 40,متزوج,سليم,>= 05,0,0
بنك التنمية الإجتماعية فرع نجران,إجتماعي,قرض أسرة,قطاع حكومي,48000,>= 1000,2024-07,انثى,>= 40,مطلق,سليم,>= 05,0,0
بنك التنمية الإجتماعية فرع الجوف,حر,قرض العمل الحر نقدي,قطاع حكومي,100000,>= 1000,2024-07,ذكر,>= 40,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع القريات,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع جازان,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع جدة,حر,قرض العمل الحر الموسمي,قطاع حكومي,15600,>= 1000,2024-07,انثى,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع بيشة,حر,قرض العمل الحر الموسمي,قطاع حكومي,30000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع عرعر,حر,قرض العمل الحر نقدي,قطاع حكومي,40000,>= 1000,2024-07,انثى,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الطائف,حر,قرض العمل الحر نقدي,قطاع حكومي,76000,>= 1000,2024-07,انثى,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع عرعر,حر,قرض العمل الحر الموسمي,قطاع حكومي,15600,>= 1000,2024-07,ذكر,>= 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر نقدي,قطاع حكومي,100000,>= 1000,2024-07,انثى,>= 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الجوف,حر,قرض العمل الحر الموسمي,قطاع حكومي,14400,>= 1000,2024-07,انثى,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بمكة المكرمة,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-07,انثى,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر الموسمي,قطاع حكومي,13200,>= 1000,2024-07,انثى,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع بريدة,حر,قرض العمل الحر الموسمي,قطاع حكومي,20400,>= 1000,2024-07,انثى,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع القنفذة,إجتماعي,قرض أسرة,متقاعد,42000,< 1000,2024-07,ذكر,>= 40,مطلق,سليم,>= 05,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر الموسمي,قطاع حكومي,30000,>= 1000,2024-07,انثى,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع حائل,إجتماعي,قرض أسرة,متقاعد,48000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,>= 05,0,0
بنك التنمية الإجتماعية فرع الدمام,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع جازان,إجتماعي,قرض زواج,قطاع حكومي,54000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,1,6000
بنك التنمية الإجتماعية فرع جازان,إجتماعي,قرض أسرة,متقاعد,30000,< 1000,2024-07,ذكر,>= 40,متزوج,سليم,>= 10,0,0
بنك التنمية الإجتماعية بالمدينة المنورة,إجتماعي,قرض زواج,قطاع حكومي,54000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الطائف,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع جدة,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع المجمعة,حر,قرض العمل الحر نقدي,قطاع حكومي,80000,>= 1000,2024-07,انثى,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع حائل,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع خميس مشيط,حر,قرض العمل الحر نقدي,قطاع حكومي,92000,>= 1000,2024-07,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع جدة,إجتماعي,قرض أسرة,قطاع حكومي,30000,< 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع ينبع,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الرياض,حر,قرض العمل الحر الموسمي,قطاع حكومي,16800,>= 1000,2024-07,ذكر,>= 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع المجمعة,إجتماعي,قرض أسرة,قطاع حكومي,100000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,>= 05,0,0
بنك التنمية الإجتماعية بالإحساء,إجتماعي,قرض أسرة,قطاع حكومي,48000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع عرعر,حر,قرض العمل الحر نقدي,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع نجران,حر,قرض العمل الحر الموسمي,قطاع حكومي,12000,>= 1000,2024-07,ذكر,>= 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع القريات,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بالمدينة المنورة,حر,قرض العمل الحر نقدي,قطاع حكومي,96000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع القريات,إجتماعي,قرض زواج,قطاع حكومي,48000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع خميس مشيط,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع جازان,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الطائف,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع نجران,إجتماعي,قرض أسرة,متقاعد,48000,>= 1000,2024-07,ذكر,>= 60,متزوج,سليم,>= 05,0,0
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض زواج,شركة حكومية,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية بمكة المكرمة,حر,قرض العمل الحر نقدي,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,أعزب,سليم,غير معروف,1,0
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض زواج,قطاع حكومي,24000,< 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع نجران,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الطائف,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض أسرة,قطاع حكومي,100000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع نجران,إجتماعي,قرض زواج,قطاع حكومي,54000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الجوف,إجتماعي,قرض زواج,قطاع حكومي,30000,< 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,1,6000
بنك التنمية الإجتماعية فرع الدمام,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-07,ذكر,>= 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بالمدينة المنورة,حر,قرض العمل الحر الموسمي,قطاع حكومي,27600,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع جازان,حر,قرض العمل الحر نقدي,متقاعد,100000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع حائل,إجتماعي,قرض أسرة,متقاعد,48000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,>= 05,0,0
بنك التنمية الإجتماعية فرع الباحة,إجتماعي,قرض أسرة,قطاع حكومي,30000,< 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع جازان,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الطائف,حر,قرض العمل الحر نقدي,قطاع حكومي,60000,>= 1000,2024-07,انثى,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع القنفذة,إجتماعي,قرض أسرة,متقاعد,48000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع خميس مشيط,إجتماعي,قرض زواج,متقاعد,42000,< 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية بمكة المكرمة,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع خميس مشيط,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الطائف,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,< 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية بالمدينة المنورة,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع الرياض,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية بالمدينة المنورة,إجتماعي,قرض زواج,قطاع حكومي,60000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,>= 02,0,0
بنك التنمية الإجتماعية فرع جازان,حر,قرض العمل الحر نقدي,قطاع حكومي,60000,>= 1000,2024-07,ذكر,< 30,أعزب,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الدمام,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-07,ذكر,>= 40,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بالإحساء,حر,قرض العمل الحر نقدي,متقاعد,116000,>= 1000,2024-07,انثى,>= 60,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية فرع الدمام,حر,قرض العمل الحر نقدي,قطاع حكومي,40000,>= 1000,2024-07,ذكر,>= 30,متزوج,سليم,غير معروف,0,0
بنك التنمية الإجتماعية بالإحساء,حر,قرض العمل الحر نقدي,قطاع حكومي,120000,>= 1000,2024-07,ذكر,< 30,أعزب,سليم,غير معروف,0,0
